Transaction_ID,Date,Amount (INR),Transaction_Type,Account_Type,GST_Number,Compliance_Status,Fraud_Flag,Risk_Score,Business_Category,City,State,Country,Notes
TXN09603,02-11-2024,173871.18,UPI,Business,2443454273Z5,GST Compliant,No,12,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09604,13-04-2024,29018.68,RTGS,Corporate,2499475936Z6,GST Compliant,No,7,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09605,17-08-2024,99097.07,NEFT,Business,2487361999Z2,Non-GST Compliant,Yes,98,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09606,10-04-2024,190565.42,Cheque Payment,Corporate,2459405614Z8,GST Compliant,No,10,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09607,29-01-2024,125006.4,Cheque Payment,Business,2494343618Z1,Non-GST Compliant,Yes,81,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09608,06-05-2024,143443.92,UPI,Business,2444568966Z1,GST Compliant,No,9,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09609,03-12-2024,86253.09,RTGS,Business,2443011091Z1,GST Compliant,No,29,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09610,10-01-2024,3996.23,NEFT,Business,2419919425Z6,GST Compliant,No,5,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09611,15-04-2024,129229.61,RTGS,Corporate,2433845889Z5,GST Compliant,No,23,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09612,15-06-2024,126388.54,RTGS,Corporate,2429549745Z4,GST Compliant,No,21,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09613,13-09-2024,22094.42,Cash Deposit,Business,2491539126Z5,Non-GST Compliant,Yes,82,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09614,21-10-2024,92437.32,Cheque Payment,Business,2431437856Z1,GST Compliant,No,15,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09615,03-10-2024,183066.64,Cash Deposit,Business,2462477525Z8,GST Compliant,No,33,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09616,05-03-2024,41024.92,RTGS,Business,2484829714Z6,Non-GST Compliant,No,9,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09617,27-09-2024,92225.14,NEFT,Corporate,2453591321Z8,GST Compliant,No,9,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09618,06-07-2024,92226.03,IMPS,Corporate,2418482866Z5,GST Compliant,No,14,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09619,12-11-2024,162154.19,UPI,Corporate,2485031188Z1,GST Compliant,No,28,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09620,17-05-2024,164916.93,Cheque Payment,Business,2433006685Z7,GST Compliant,No,36,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09621,08-12-2024,151856.29,UPI,Corporate,2489247484Z4,GST Compliant,No,22,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09622,14-04-2024,73097.18,NEFT,Business,2467923362Z3,Non-GST Compliant,No,30,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09623,03-02-2024,14416.66,Cheque Payment,Business,2423188956Z8,GST Compliant,No,32,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09624,19-04-2024,69903.1,NEFT,Business,2485422711Z4,GST Compliant,No,19,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09625,02-02-2024,135961.44,RTGS,Corporate,2419864302Z5,GST Compliant,No,37,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09626,19-12-2024,140552.29,Cheque Payment,Corporate,2443288868Z8,GST Compliant,No,11,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09627,18-08-2024,193000.39,UPI,Business,2458994469Z1,GST Compliant,No,35,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09628,12-11-2024,90733.71,RTGS,Corporate,2465538575Z7,GST Compliant,No,36,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09629,22-09-2024,126490.79,Cheque Payment,Corporate,2492546944Z3,GST Compliant,No,19,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09630,30-06-2024,107842.78,NEFT,Corporate,2443639964Z5,GST Compliant,No,32,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09631,05-12-2024,30132.21,NEFT,Corporate,2418468799Z5,Non-GST Compliant,No,27,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09632,05-03-2024,92245.88,Cash Deposit,Business,2431097461Z1,GST Compliant,No,32,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09633,28-11-2024,108971.58,UPI,Business,2475408886Z2,GST Compliant,No,32,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09634,01-01-2024,190150.41,NEFT,Business,2490201951Z6,Non-GST Compliant,Yes,71,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09635,12-05-2024,73314.15,IMPS,Business,2473738319Z7,GST Compliant,No,12,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09636,20-03-2024,196020.02,IMPS,Business,2463919560Z4,GST Compliant,No,5,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09637,27-09-2024,108464.59,IMPS,Business,2485155140Z4,GST Compliant,No,9,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09638,28-08-2024,48501.42,Cheque Payment,Corporate,2492031189Z8,GST Compliant,No,6,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09639,28-01-2024,38340.96,Cash Deposit,Corporate,2459064238Z2,GST Compliant,No,11,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09640,10-08-2024,28347.57,RTGS,Business,2499446783Z3,GST Compliant,No,26,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09641,23-01-2024,90592.04,IMPS,Business,2431878704Z1,GST Compliant,No,15,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09642,18-04-2024,4395.07,Cash Deposit,Corporate,2479906601Z7,GST Compliant,No,21,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09643,16-04-2024,89014.61,Cheque Payment,Corporate,2480776781Z8,GST Compliant,No,27,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09644,24-05-2024,197681.05,IMPS,Corporate,2478712249Z7,GST Compliant,No,33,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09645,19-12-2024,134024.66,IMPS,Corporate,2413401589Z5,GST Compliant,No,38,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09646,18-05-2024,151959.63,IMPS,Business,2431423347Z2,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09647,10-10-2024,23809.89,UPI,Corporate,2417135355Z5,GST Compliant,No,22,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09648,24-10-2024,94625.44,IMPS,Business,2417735804Z1,GST Compliant,No,29,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09649,08-04-2024,57251.76,UPI,Business,2465541677Z3,GST Compliant,No,37,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09650,12-11-2024,178820.56,UPI,Business,2439798052Z7,GST Compliant,No,11,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09651,02-05-2024,36266.68,IMPS,Business,2451047787Z1,GST Compliant,No,25,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09652,15-11-2024,91752.08,UPI,Business,2484752076Z1,GST Compliant,No,7,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09653,13-10-2024,117613.66,RTGS,Corporate,2492935794Z7,Non-GST Compliant,No,30,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09654,21-03-2024,102813.08,Cash Deposit,Corporate,2434334093Z5,GST Compliant,No,16,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09655,10-01-2024,166050.4,Cheque Payment,Business,2475539177Z3,GST Compliant,No,12,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09656,08-01-2024,46298.32,IMPS,Corporate,2462264595Z2,GST Compliant,No,21,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09657,23-07-2024,75484.45,Cheque Payment,Business,2499481952Z3,GST Compliant,No,28,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09658,10-11-2024,158418.94,RTGS,Corporate,2412997613Z1,GST Compliant,No,13,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09659,15-07-2024,105619.0,Cheque Payment,Corporate,2411461494Z3,GST Compliant,No,8,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09660,16-07-2024,80429.46,Cash Deposit,Business,2430242060Z3,GST Compliant,No,20,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09661,30-01-2024,5898.21,NEFT,Business,2427277599Z2,GST Compliant,No,24,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09662,20-01-2024,150679.55,NEFT,Corporate,2457406985Z6,GST Compliant,No,10,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09663,17-02-2024,194436.69,RTGS,Business,2478059717Z4,GST Compliant,No,30,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09664,09-05-2024,124061.2,RTGS,Business,2496382469Z7,GST Compliant,No,25,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09665,19-10-2024,171309.68,UPI,Corporate,2495068315Z2,Non-GST Compliant,No,33,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09666,11-05-2024,103379.98,Cheque Payment,Business,2455105360Z3,Non-GST Compliant,Yes,84,Pharmaceuticals,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09667,21-12-2024,46343.88,Cheque Payment,Business,2415913873Z4,GST Compliant,No,38,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09668,23-02-2024,2898.28,Cash Deposit,Business,2430877104Z6,GST Compliant,No,28,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09669,07-10-2024,130683.12,NEFT,Corporate,2417384096Z1,Non-GST Compliant,No,24,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09670,21-09-2024,98626.84,UPI,Corporate,2495756648Z3,GST Compliant,No,21,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09671,02-08-2024,156421.81,Cash Deposit,Business,2477224614Z5,GST Compliant,No,21,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09672,16-10-2024,138939.54,Cheque Payment,Business,2429313682Z8,GST Compliant,No,8,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09673,12-02-2024,197590.59,Cheque Payment,Corporate,2494584531Z5,GST Compliant,No,33,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09674,14-03-2024,102067.41,Cheque Payment,Business,2474221667Z7,GST Compliant,No,31,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09675,15-12-2024,85440.69,IMPS,Business,2466826541Z7,GST Compliant,No,23,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09676,04-10-2024,57355.07,UPI,Business,2432655258Z6,Non-GST Compliant,Yes,60,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09677,21-11-2024,95377.49,RTGS,Corporate,2491535230Z3,GST Compliant,No,38,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09678,29-08-2024,174575.57,NEFT,Corporate,2433938270Z4,GST Compliant,No,17,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09679,09-05-2024,8497.52,RTGS,Business,2478912426Z8,GST Compliant,No,9,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09680,15-12-2024,195580.23,Cash Deposit,Business,2452157375Z7,GST Compliant,No,10,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09681,12-07-2024,198661.51,NEFT,Corporate,2489133546Z7,Non-GST Compliant,Yes,99,IT Services,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09682,01-02-2024,119568.3,Cash Deposit,Corporate,2487458924Z5,GST Compliant,No,33,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09683,15-04-2024,66315.53,Cash Deposit,Corporate,2470055613Z6,GST Compliant,No,15,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09684,22-07-2024,44617.56,IMPS,Business,2436239161Z2,GST Compliant,No,37,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09685,01-01-2024,55305.31,IMPS,Corporate,2428873239Z7,GST Compliant,No,31,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09686,01-09-2024,10030.58,RTGS,Business,2493972409Z8,GST Compliant,No,11,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09687,12-03-2024,95027.44,IMPS,Corporate,2434862326Z2,GST Compliant,No,27,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09688,01-11-2024,11474.28,RTGS,Business,2422449172Z1,Non-GST Compliant,Yes,81,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09689,15-01-2024,143697.66,IMPS,Corporate,2411231523Z7,GST Compliant,No,11,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09690,22-02-2024,74392.17,NEFT,Corporate,2478873817Z2,GST Compliant,No,32,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09691,08-01-2024,39880.95,RTGS,Business,2498993348Z5,Non-GST Compliant,No,26,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09692,25-11-2024,108975.26,UPI,Business,2473843942Z5,Non-GST Compliant,No,21,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09693,15-02-2024,194752.12,UPI,Corporate,2430153225Z7,GST Compliant,No,38,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09694,20-11-2024,139029.26,UPI,Business,2416192259Z8,GST Compliant,No,26,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09695,23-04-2024,98354.45,RTGS,Business,2493825206Z4,GST Compliant,No,14,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09696,26-05-2024,155385.09,NEFT,Corporate,2428315359Z7,GST Compliant,No,6,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09697,14-06-2024,147497.92,IMPS,Corporate,2449489271Z1,GST Compliant,No,16,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09698,18-05-2024,178348.17,NEFT,Corporate,2498768853Z1,Non-GST Compliant,No,10,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09699,26-04-2024,40941.74,IMPS,Corporate,2478725812Z1,GST Compliant,No,22,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09700,25-10-2024,171776.93,Cash Deposit,Business,2494743640Z8,GST Compliant,No,8,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09701,02-10-2024,60212.21,RTGS,Corporate,2435062957Z5,GST Compliant,No,27,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09702,03-10-2024,188200.38,IMPS,Business,2467042778Z7,GST Compliant,No,22,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09703,03-12-2024,56220.22,RTGS,Business,2419389119Z7,GST Compliant,No,38,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09704,08-11-2024,185370.44,Cheque Payment,Business,2469999854Z4,Non-GST Compliant,Yes,91,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09705,26-06-2024,192758.5,NEFT,Corporate,2480928150Z5,Non-GST Compliant,Yes,89,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09706,25-11-2024,29106.82,Cash Deposit,Corporate,2436392362Z2,GST Compliant,No,9,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09707,19-12-2024,194900.23,Cash Deposit,Business,2464578168Z2,GST Compliant,No,8,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09708,02-06-2024,17153.74,NEFT,Corporate,2451399524Z1,GST Compliant,No,19,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09709,19-07-2024,43721.37,Cheque Payment,Business,2430004886Z8,GST Compliant,No,28,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09710,24-04-2024,88839.31,UPI,Business,2495951658Z2,GST Compliant,No,18,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09711,07-06-2024,198719.54,NEFT,Corporate,2463407947Z4,Non-GST Compliant,Yes,89,Pharmaceuticals,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09712,11-02-2024,97717.72,Cash Deposit,Business,2470451962Z5,Non-GST Compliant,Yes,95,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09713,03-09-2024,110086.38,IMPS,Business,2494014860Z5,Non-GST Compliant,Yes,86,Pharmaceuticals,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09714,08-03-2024,138888.05,RTGS,Corporate,2477815753Z5,Non-GST Compliant,Yes,82,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09715,21-11-2024,193659.03,IMPS,Business,2465219637Z5,GST Compliant,No,16,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09716,29-11-2024,156672.45,Cheque Payment,Corporate,2481687787Z2,GST Compliant,No,38,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09717,14-07-2024,44838.56,RTGS,Corporate,2462241900Z2,GST Compliant,No,11,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09718,30-03-2024,60605.16,RTGS,Business,2459114715Z5,GST Compliant,No,7,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09719,20-04-2024,19534.67,IMPS,Business,2481818069Z4,GST Compliant,No,8,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09720,24-12-2024,128894.03,Cheque Payment,Business,2443845857Z7,GST Compliant,No,24,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09721,24-05-2024,36156.25,Cheque Payment,Business,2459043979Z3,GST Compliant,No,21,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09722,01-10-2024,51488.4,NEFT,Business,2447173453Z2,GST Compliant,No,38,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09723,27-06-2024,177623.85,Cheque Payment,Corporate,2441474530Z1,GST Compliant,No,31,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09724,28-08-2024,65357.87,NEFT,Business,2437907257Z4,GST Compliant,No,5,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09725,21-11-2024,113333.68,RTGS,Business,2492087667Z2,GST Compliant,No,16,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09726,14-11-2024,79519.23,Cheque Payment,Corporate,2448869804Z2,GST Compliant,No,31,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09727,26-11-2024,14815.52,IMPS,Corporate,2442481143Z1,GST Compliant,No,37,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09728,01-06-2024,72579.14,NEFT,Business,2499066420Z1,Non-GST Compliant,Yes,61,IT Services,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09729,13-04-2024,81619.56,Cash Deposit,Business,2468684529Z6,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09730,15-03-2024,179141.26,Cash Deposit,Corporate,2498713815Z7,GST Compliant,No,38,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09731,07-05-2024,64896.89,Cash Deposit,Corporate,2455475474Z5,GST Compliant,No,12,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09732,17-07-2024,75854.43,Cash Deposit,Business,2446745397Z6,GST Compliant,No,35,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09733,02-06-2024,156581.52,RTGS,Corporate,2447764134Z2,GST Compliant,No,35,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09734,25-02-2024,151793.74,Cheque Payment,Business,2413515499Z6,GST Compliant,No,32,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09735,04-10-2024,159659.07,IMPS,Corporate,2429333779Z2,GST Compliant,No,29,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09736,10-12-2024,190754.61,Cash Deposit,Business,2456887502Z1,GST Compliant,No,30,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09737,19-01-2024,159113.54,UPI,Business,2474063280Z2,GST Compliant,No,31,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09738,07-06-2024,81527.56,IMPS,Corporate,2465336263Z1,GST Compliant,No,30,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09739,26-01-2024,164303.49,IMPS,Business,2460554873Z2,GST Compliant,No,25,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09740,17-06-2024,101739.84,UPI,Corporate,2490948777Z4,GST Compliant,No,20,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09741,23-01-2024,55550.03,Cash Deposit,Business,2442452204Z5,GST Compliant,No,24,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09742,16-02-2024,60590.38,Cheque Payment,Corporate,2467026154Z4,GST Compliant,No,33,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09743,13-01-2024,44776.24,Cheque Payment,Business,2461984208Z6,GST Compliant,No,30,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09744,04-08-2024,29007.14,NEFT,Business,2456906950Z2,GST Compliant,No,35,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09745,17-11-2024,36906.24,UPI,Corporate,2445648468Z8,Non-GST Compliant,No,21,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09746,12-07-2024,12644.98,RTGS,Business,2488515798Z7,Non-GST Compliant,Yes,68,Textile,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09747,23-05-2024,177691.29,IMPS,Business,2497487852Z6,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09748,13-03-2024,186202.25,Cash Deposit,Corporate,2428102169Z7,GST Compliant,No,24,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09749,04-06-2024,117358.21,RTGS,Corporate,2444398030Z3,GST Compliant,No,19,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09750,17-03-2024,168099.51,Cheque Payment,Business,2420004754Z8,GST Compliant,No,16,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09751,17-06-2024,36722.38,RTGS,Business,2435547695Z3,GST Compliant,No,36,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09752,13-10-2024,180335.75,NEFT,Corporate,2450882819Z5,GST Compliant,No,38,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09753,25-03-2024,101277.25,Cash Deposit,Corporate,2475419676Z5,GST Compliant,No,28,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09754,30-06-2024,13442.33,NEFT,Corporate,2438559902Z3,GST Compliant,No,20,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09755,10-11-2024,28271.14,Cheque Payment,Corporate,2411059107Z2,GST Compliant,No,29,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09756,23-10-2024,61802.2,NEFT,Business,2465639193Z1,GST Compliant,No,31,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09757,21-04-2024,8721.08,NEFT,Corporate,2417603740Z5,GST Compliant,No,26,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09758,17-08-2024,61865.58,IMPS,Corporate,2460707376Z3,GST Compliant,No,17,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09759,05-04-2024,11995.49,Cheque Payment,Corporate,2485468585Z3,GST Compliant,No,26,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09760,16-06-2024,47213.16,NEFT,Business,2418214206Z4,Non-GST Compliant,Yes,79,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09761,04-06-2024,53141.29,Cash Deposit,Business,2424658068Z1,Non-GST Compliant,Yes,65,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09762,14-04-2024,198873.85,IMPS,Business,2417563573Z2,GST Compliant,No,14,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09763,11-07-2024,47116.98,NEFT,Business,2460245112Z1,Non-GST Compliant,Yes,81,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09764,25-11-2024,47844.9,Cheque Payment,Corporate,2498481950Z1,Non-GST Compliant,Yes,99,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09765,11-05-2024,137360.93,UPI,Corporate,2484933369Z6,GST Compliant,No,18,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09766,20-12-2024,171872.9,UPI,Business,2445404086Z3,GST Compliant,No,24,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09767,17-05-2024,77417.21,RTGS,Corporate,2448957033Z7,GST Compliant,No,18,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09768,26-11-2024,175124.85,RTGS,Business,2482765985Z2,GST Compliant,No,28,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09769,26-09-2024,68035.0,NEFT,Business,2471864667Z5,Non-GST Compliant,Yes,87,Retail,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09770,07-02-2024,39411.21,Cheque Payment,Corporate,2438944773Z4,GST Compliant,No,9,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
TXN09771,14-02-2024,65934.47,UPI,Business,2434713641Z6,GST Compliant,No,14,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09772,11-06-2024,121875.18,IMPS,Business,2419721408Z7,GST Compliant,No,15,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09773,26-11-2024,73434.96,IMPS,Business,2498158973Z7,GST Compliant,No,25,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09774,09-09-2024,134582.03,Cheque Payment,Business,2453374330Z7,GST Compliant,No,14,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09775,17-06-2024,47394.81,RTGS,Business,2478739675Z1,GST Compliant,No,22,Textile,Ahmedabad,Gujarat,India,No suspicious activity
TXN09776,11-10-2024,140201.57,NEFT,Corporate,2440821984Z8,Non-GST Compliant,Yes,91,Manufacturing,Ahmedabad,Gujarat,India,High-risk transaction flagged
TXN09777,30-09-2024,69494.2,Cheque Payment,Business,2457848242Z4,GST Compliant,No,36,Retail,Ahmedabad,Gujarat,India,No suspicious activity
TXN09778,20-01-2024,91179.12,NEFT,Corporate,2442886803Z2,GST Compliant,No,11,IT Services,Ahmedabad,Gujarat,India,No suspicious activity
TXN09779,26-08-2024,111553.45,UPI,Corporate,2493465153Z1,Non-GST Compliant,No,28,Pharmaceuticals,Ahmedabad,Gujarat,India,No suspicious activity
TXN09780,26-09-2024,137248.14,IMPS,Corporate,2421544846Z3,GST Compliant,No,25,Manufacturing,Ahmedabad,Gujarat,India,No suspicious activity
